Bacia Estudo;Data Leitura;Precipitacao;Pressao Atmosferica Estacao;Pressao Atmosferica Max;Pressao Atmosferica Min;Radiacao Global;Temperatura Bulbo;Temperatura Ponto Orvalho;Temperatura Max;Temperatura Min;Temperatura Orvalho Max;Temperatura Orvalho Min;Umidade Max Hora Ant;Umidade Min Hora Ant;Umidade Relativa Ar;Vento Direcao Horaria;Vento Rajada;Vento Velocidade Horaria;Vazao Observada
UHE IBITINGA INVERNADA RECREIO;16/12/2023;0;955.45;955.74;955.19;1278.36;28.98;18.02;30.07;27.88;19.25;17.07;62.04;52.29;56.63;100.04;4.93;1.58;"103.0"
UHE IBITINGA INVERNADA RECREIO;17/12/2023;0;954.34;954.63;954.1;1217.76;29.25;18.06;30.35;28.38;19.09;17.12;59.33;50.38;54.88;144.17;3.93;1.12;"102.0"
UHE IBITINGA INVERNADA RECREIO;18/12/2023;0;952.29;952.64;952.07;1143.14;27.45;19.41;28.48;26.64;20.09;18.6;69.46;60.42;65.33;172.17;5.2;1.63;"101.0"
UHE IBITINGA INVERNADA RECREIO;19/12/2023;0;950.91;951.22;950.7;1281.14;26.14;18.38;26.98;25.4;19.36;17.64;71.04;63.25;66.42;151;4.02;1.38;"98.0"
UHE IBITINGA INVERNADA RECREIO;20/12/2023;0;951.9;952.13;951.57;1206.51;26.45;17.73;27.31;25.65;18.5;17.03;65.08;58.13;61.83;155.38;6.16;2.16;"99.0"
UHE IBITINGA INVERNADA RECREIO;21/12/2023;0;954.24;954.51;953.87;1067.89;26.48;18.59;27.41;25.45;19.16;17.92;68.42;60.54;64.63;167.96;5.43;1.76;"98.0"
UHE IBITINGA INVERNADA RECREIO;22/12/2023;7.2;955.76;956.01;955.45;1161.2;26.62;21.88;27.6;25.99;22.8;21.3;82.1;73.24;77.81;122.95;4.31;1.29;"100.0"
UHE IBITINGA INVERNADA RECREIO;23/12/2023;0.2;956.28;956.68;955.78;741.87;23.62;21.98;24.52;23.1;22.64;21.5;93.67;87.83;91.5;81.67;5.75;1.9;"159.0"
UHE IBITINGA INVERNADA RECREIO;24/12/2023;0;956.62;956.95;956.28;1120.84;23.25;19.61;23.76;22.5;20.17;18.96;85.79;80.75;82.92;183.17;3.15;0.86;"137.0"
UHE IBITINGA INVERNADA RECREIO;25/12/2023;0;956.04;956.34;955.8;1207.31;27.05;20.87;27.95;26.26;21.66;20.19;75.83;67.83;71.83;221.54;3.73;1.28;"124.0"
UHE IBITINGA INVERNADA RECREIO;26/12/2023;0;955.37;955.65;955.1;1121.54;28.09;20.83;28.88;27.47;21.7;20.08;71.21;63.38;67.33;260.54;4.27;1.52;"119.0"
UHE IBITINGA INVERNADA RECREIO;27/12/2023;0;956.46;956.66;956.2;1345.13;26.47;19.27;27.33;25.84;20.2;18.59;71.96;63.58;67.75;180.29;5.06;1.55;"118.0"
UHE IBITINGA INVERNADA RECREIO;28/12/2023;0;956.39;956.66;956.19;1339.8;25.66;17.57;26.54;24.77;18.69;16.66;70.29;61.67;65.58;158.46;4.01;1.23;"112.0"
UHE IBITINGA INVERNADA RECREIO;29/12/2023;0;954.44;954.75;954.09;1163.77;27.99;17.53;28.91;27.01;18.64;16.55;61.96;52.38;56.58;188.83;3.62;1.18;"108.0"
UHE IBITINGA INVERNADA RECREIO;30/12/2023;0;955.47;955.78;955.08;593.71;25.54;21.12;26.39;25.02;21.57;20.51;80.13;73.75;77.96;234;4.73;1.55;"113.0"
UHE IBITINGA INVERNADA RECREIO;31/12/2023;0;956.11;956.41;955.86;1179.28;24.66;19.17;25.43;23.94;20.18;18.41;78.71;70.71;74.08;162.08;4.19;1.33;"110.0"
UHE IBITINGA INVERNADA RECREIO;01/01/2024;0;955.57;955.91;955.28;980.9;24.92;19.62;25.66;24.25;20.29;18.75;77.29;69.25;73.83;120.67;5.07;1.53;"110.0"
UHE IBITINGA INVERNADA RECREIO;02/01/2024;0;954.04;954.36;953.78;1136.95;26.24;19.87;27.07;25.38;20.86;18.92;75.04;66;70.46;154.58;4.33;1.19;"104.0"
UHE IBITINGA INVERNADA RECREIO;03/01/2024;0;953;953.28;952.67;1117.84;26;21.1;27.02;25.16;21.94;20.57;81.54;72.71;77.17;137.88;4.43;1.24;"104.0"
UHE IBITINGA INVERNADA RECREIO;04/01/2024;0;954.2;954.49;953.93;1140.29;24.67;20.84;25.35;24.04;21.63;20.31;85.04;78.58;81.71;157.13;4.47;1.32;"120.0"
UHE IBITINGA INVERNADA RECREIO;05/01/2024;0;954.43;954.73;954.08;1146.28;25.25;19.35;26.26;24.37;20.37;18.76;79.08;69.21;73.88;170.38;5.14;1.68;"130.0"
UHE IBITINGA INVERNADA RECREIO;06/01/2024;0;954.48;954.75;954.25;1315.53;25.81;19.35;26.48;24.9;20.54;18.44;77.71;68.79;72.42;199.46;3.68;1.13;"123.0"
UHE IBITINGA INVERNADA RECREIO;07/01/2024;0;954.44;954.7;954.13;1296.83;27.19;20.33;28.15;26.25;21.21;19.16;73.42;63.04;68.58;123.5;3.73;1.18;"114.0"
UHE IBITINGA INVERNADA RECREIO;08/01/2024;0;954.72;955.03;954.39;1290.1;27.52;20.23;28.37;26.67;20.95;19.37;71.25;63.04;67.42;133;4.5;1.42;"119.0"
UHE IBITINGA INVERNADA RECREIO;09/01/2024;0;955.95;956.34;955.57;1231.84;27.28;20.24;27.96;26.47;21.03;19.55;72.25;64.54;68.08;95.63;3.72;1.2;"107.0"
UHE IBITINGA INVERNADA RECREIO;10/01/2024;0;956.01;956.28;955.76;1085.65;26.6;20.83;27.41;25.86;21.49;20.2;75.46;67.92;71.96;78.5;5.36;2.1;"104.0"
UHE IBITINGA INVERNADA RECREIO;11/01/2024;0;955.9;956.16;955.58;529.19;24.35;22.02;25.03;23.88;22.6;21.61;90.29;83.79;87.46;134.33;4.96;1.56;"111.0"
UHE IBITINGA INVERNADA RECREIO;12/01/2024;0;954.48;954.76;954.22;1061.02;25.55;22.14;26.18;24.98;22.88;21.52;86.79;80.92;83.71;154.46;3.55;1.13;"112.0"
UHE IBITINGA INVERNADA RECREIO;13/01/2024;0;956.49;956.75;956.15;764.82;24.22;22.31;24.87;23.8;22.95;21.92;92.67;86.79;90;151.04;4.68;1.48;"115.0"
UHE IBITINGA INVERNADA RECREIO;14/01/2024;0;957.67;957.98;957.45;1169.24;25.36;21.47;25.95;24.65;22.19;20.85;85.5;78.96;81.67;141.67;3.31;1;"114.0"
UHE IBITINGA INVERNADA RECREIO;15/01/2024;0;958.08;958.35;957.75;749.72;25.32;22.15;25.99;24.8;22.73;21.55;86.83;79.54;83.63;267.58;5.28;1.74;"148.0"
UHE IBITINGA INVERNADA RECREIO;16/01/2024;0;957.25;957.51;957.05;1090.87;26.98;21.72;27.77;26.24;22.5;21.12;79.83;72.75;76.08;176.96;3.65;1.22;"140.0"
UHE IBITINGA INVERNADA RECREIO;17/01/2024;0;957.27;957.5;957.03;1214.25;28.2;21.57;28.9;27.55;22.3;20.9;74.75;67.33;71.21;215.21;4.02;1.25;"139.0"
UHE IBITINGA INVERNADA RECREIO;18/01/2024;0;956.03;956.35;955.75;1218.06;28.71;21.18;29.58;27.99;22.05;20.33;72.33;63.75;68.42;181.58;3.88;1.23;"123.0"
UHE IBITINGA INVERNADA RECREIO;19/01/2024;0;955.93;956.34;955.41;828.61;25.67;22.02;26.68;24.99;22.7;21.42;85.29;77.08;82.13;153.58;5.19;1.4;"124.0"
UHE IBITINGA INVERNADA RECREIO;20/01/2024;0;955.33;955.68;955.1;665.06;23.64;22.15;23.94;23.21;22.57;21.7;93.88;90.33;91.96;233.58;4.23;1.32;"121.0"
UHE IBITINGA INVERNADA RECREIO;21/01/2024;0;955.23;955.46;954.97;985.49;25.61;21.98;26.22;25.01;22.54;21.48;85.33;79.08;82.13;267.63;4.16;1.43;"129.0"
UHE IBITINGA INVERNADA RECREIO;22/01/2024;0;956.61;956.92;956.3;1109.38;24.69;20.24;25.38;24.14;20.85;19.76;80.96;75.04;77.96;163.13;5.42;1.66;"124.0"
UHE IBITINGA INVERNADA RECREIO;23/01/2024;0;955.44;955.68;955.22;270.2;21.27;19.24;21.75;21.06;19.59;18.98;90.21;86.17;88.58;151.08;6.46;2.2;"118.0"
UHE IBITINGA INVERNADA RECREIO;24/01/2024;0;953.72;954;953.54;1115.43;21.9;18.39;22.45;21.33;18.95;17.8;85.46;79.92;82.63;165.5;4.66;1.47;"123.0"
UHE IBITINGA INVERNADA RECREIO;25/01/2024;0;954.09;954.29;953.8;1018.4;21.43;16.91;22.34;20.81;17.68;16.48;79.96;73.58;76.96;168.63;6.96;2.43;"126.0"
UHE IBITINGA INVERNADA RECREIO;26/01/2024;0;955.4;955.68;955.16;1220.26;21.62;16.15;22.38;20.93;16.68;15.59;76.63;69.83;73.54;169.21;6.39;2.02;"122.0"
UHE IBITINGA INVERNADA RECREIO;27/01/2024;0;955.43;955.66;955.19;1283.01;23.26;15.44;23.99;22.29;16.55;14.58;72.5;64.63;68;210.04;5.04;1.58;"119.0"
UHE IBITINGA INVERNADA RECREIO;28/01/2024;0;956.21;956.5;955.92;1112.96;23.55;17.92;24.48;22.94;18.51;16.97;75.75;67.5;72.83;111.38;4.59;1.54;"117.0"
UHE IBITINGA INVERNADA RECREIO;29/01/2024;0;956.43;956.73;956.13;875.63;23.33;19.43;24.44;22.18;20.36;18.8;86.08;75.17;80.42;113.96;4.51;1.22;"114.0"
UHE IBITINGA INVERNADA RECREIO;30/01/2024;0;955.98;956.22;955.77;1001.63;25.17;18.99;25.95;24.32;20.05;18.11;78.38;69.96;73.63;159.33;2.99;1.03;"115.0"
UHE IBITINGA INVERNADA RECREIO;31/01/2024;0;956.42;956.68;956.07;773.22;24.09;18.4;25.09;23.27;19.4;17.52;78.75;66.88;73.13;160.88;4.15;1.36;"115.0"
UHE IBITINGA INVERNADA RECREIO;01/02/2024;0;958.72;959.12;958.26;1163.11;23.14;18.9;23.9;22.35;19.74;18.15;84.17;75.71;79.88;159.96;4.79;1.26;"113.0"
UHE IBITINGA INVERNADA RECREIO;02/02/2024;0;959.41;959.69;959.09;987.38;23.26;19.57;24.01;22.53;20.3;18.84;85.46;77.38;81.79;149.38;3.95;1.25;"112.0"
UHE IBITINGA INVERNADA RECREIO;03/02/2024;0;959.62;959.85;959.32;679.88;23.83;20.41;24.45;23.32;21.06;19.82;85.29;78.96;82.58;133.38;3.87;1.31;"114.0"
UHE IBITINGA INVERNADA RECREIO;04/02/2024;0;959.83;960.18;959.57;698.3;22.8;19.93;23.29;22.32;20.55;19.39;88.96;82.79;85.71;136.25;3.39;0.85;"113.0"
UHE IBITINGA INVERNADA RECREIO;05/02/2024;0;958.43;958.7;958.18;1058.83;25.18;20.32;25.96;24.39;21.12;19.4;81.33;73.79;77.71;137.96;3.23;1.02;"112.0"
UHE IBITINGA INVERNADA RECREIO;06/02/2024;0;959.05;959.35;958.74;1082.95;25.98;20.25;26.63;25.28;21.07;19.7;77.54;70.13;73.38;134.88;3.56;1.05;"110.0"
UHE IBITINGA INVERNADA RECREIO;07/02/2024;0;957.29;957.67;957.01;921.21;24.98;21.39;25.83;24.3;22.13;20.69;86.29;77.33;82.42;155.83;4.59;1.05;"110.0"
UHE IBITINGA INVERNADA RECREIO;08/02/2024;0;956.56;956.9;956.31;1127.54;25.11;20.72;25.61;24.42;21.56;20.08;83.92;77.92;80.17;138.54;2.97;0.79;"111.0"
UHE IBITINGA INVERNADA RECREIO;09/02/2024;0;956.49;956.73;956.23;1115.74;26.77;20.66;27.48;26.1;21.27;19.87;75.83;68.46;72.63;93.25;4.12;1.29;"111.0"
UHE IBITINGA INVERNADA RECREIO;10/02/2024;0;957.83;958.05;957.55;1252.12;27.2;19.03;28.04;26.45;19.8;18.24;68.96;61.08;65.04;93.67;4.4;1.54;"110.0"
UHE IBITINGA INVERNADA RECREIO;11/02/2024;0;958.43;958.7;958.11;1263.33;27.09;18.76;27.94;26.23;19.38;17.87;67.46;59.04;63.67;92.75;4.4;1.56;"108.0"
UHE IBITINGA INVERNADA RECREIO;12/02/2024;0;959.84;960.08;959.57;993.63;27.07;20.12;28;26.13;20.9;19.6;72.83;64.46;68.25;157.17;4.78;1.56;"102.0"
UHE IBITINGA INVERNADA RECREIO;13/02/2024;0;959.29;959.58;959.01;1145.59;27.65;19.63;28.5;26.72;20.38;19;69.83;62.21;65.71;149.67;4.91;1.75;"102.0"
UHE IBITINGA INVERNADA RECREIO;14/02/2024;0;959.31;959.65;958.89;754.31;24.36;21.93;25.17;23.77;22.43;21.29;90.5;82.92;87.71;190.5;5.3;1.57;"107.0"
UHE IBITINGA INVERNADA RECREIO;15/02/2024;0;959.33;959.58;959.14;532.08;22.9;21.89;23.25;22.53;22.28;21.55;96.04;93.04;94.5;166.58;2.85;0.83;"117.0"
UHE IBITINGA INVERNADA RECREIO;16/02/2024;0;957.94;958.25;957.76;569.52;23;21.64;23.51;22.6;22.18;21.37;94.88;90.33;92.75;157.46;3.25;1;"122.0"
UHE IBITINGA INVERNADA RECREIO;17/02/2024;0;955.41;955.71;955.15;887.11;24.9;21.6;25.58;24.31;22.41;21.19;87.63;81.75;84.08;180.25;2.92;0.86;"121.0"
UHE IBITINGA INVERNADA RECREIO;18/02/2024;0;954.18;954.56;953.84;1406.26;25.29;20.62;26.43;24.11;21.84;19.55;83.06;72.44;77.13;161.56;4.19;0.93;"118.0"
UHE IBITINGA INVERNADA RECREIO;19/02/2024;0;952.67;952.98;952.45;833.6;22.45;20.58;23.18;21.65;21.11;19.89;93.42;86.29;90.33;125.33;3.47;0.98;"115.0"
UHE IBITINGA INVERNADA RECREIO;20/02/2024;0;950.57;950.93;950.18;725.32;22.59;21.34;23.46;21.84;21.96;20.73;95.67;89.79;93.25;121.04;3.79;0.76;"121.0"
UHE IBITINGA INVERNADA RECREIO;21/02/2024;0;951.2;951.52;950.87;653.54;22.13;20.68;22.83;21.58;21.37;20.2;95.13;89.21;92.21;165.67;3.25;0.93;"126.0"
UHE IBITINGA INVERNADA RECREIO;22/02/2024;0;952.59;952.84;952.23;875.2;23.41;21.39;24.23;22.47;21.9;20.57;93.5;85.25;89.83;127.63;4.03;0.97;"125.0"
UHE IBITINGA INVERNADA RECREIO;23/02/2024;0;956.05;956.23;955.7;868.23;25.01;21.89;25.85;24.47;22.54;21.27;87.36;80.18;84.41;165.27;3.7;1.35;"120.0"
UHE IBITINGA INVERNADA RECREIO;24/02/2024;0;959.65;959.9;959.27;935.71;26.18;22.58;26.85;25.4;23.18;21.7;86.04;78.79;82.92;121.63;3.67;0.85;"117.0"
UHE IBITINGA INVERNADA RECREIO;25/02/2024;0;960.71;961.02;960.47;1114.58;25.67;22.78;26.31;24.88;23.48;22.02;90;82.83;86.54;153.13;3.12;0.75;"115.0"
UHE IBITINGA INVERNADA RECREIO;26/02/2024;0;958.85;959.17;958.65;1011.18;26.7;22.91;27.37;26.07;23.74;22.26;85.57;78.61;82;141.13;3.78;1.24;"115.0"
UHE IBITINGA INVERNADA RECREIO;27/02/2024;0;956.06;956.36;955.92;1142.42;28.1;22.77;29.03;27.05;23.64;21.94;80.5;70.4;75.55;208.05;4.03;1.14;"113.0"
UHE IBITINGA INVERNADA RECREIO;28/02/2024;0;955.7;955.95;955.45;1032.44;28.78;22.37;29.46;27.95;23.21;21.73;76.71;68.38;71.88;212.67;3.3;1.03;"110.0"
UHE IBITINGA INVERNADA RECREIO;29/02/2024;0;956.1;956.36;955.83;1106.15;28.79;22.56;29.52;27.9;23.27;21.68;76;67.38;71.92;176.33;3.25;0.84;"120.0"
UHE IBITINGA INVERNADA RECREIO;01/03/2024;0;956.16;956.52;955.73;1122.37;25.46;21.24;26.62;24.44;22.29;20.49;85.29;75.67;80.58;191.88;5.85;1.61;"122.0"
UHE IBITINGA INVERNADA RECREIO;02/03/2024;0;956.29;956.6;956.01;1160.52;24.82;20.03;25.41;24.12;20.64;19.48;81.79;76.29;78.63;157.38;3.81;1.22;"132.0"
UHE IBITINGA INVERNADA RECREIO;03/03/2024;0;955.66;955.93;955.43;1180.84;25.39;18.68;26.15;24.61;19.46;17.69;75.38;67.29;71.25;172.29;3.86;1.07;"127.0"
UHE IBITINGA INVERNADA RECREIO;04/03/2024;0;955.13;955.43;954.82;1022.93;26.36;19.23;27.34;25.43;20.04;18.57;72.63;64.63;68.25;181.71;2.63;0.82;"117.0"
UHE IBITINGA INVERNADA RECREIO;05/03/2024;0;956.08;956.4;955.66;1014.91;26.62;20.58;27.64;25.68;21.33;19.94;76.33;67.92;72;200.71;5.46;1.57;"113.0"
UHE IBITINGA INVERNADA RECREIO;06/03/2024;0.8;956.86;957.1;956.58;915.13;25.58;21.83;26.49;24.8;22.51;21.1;85.13;77.13;81.67;128.29;3.97;1.27;"118.0"
UHE IBITINGA INVERNADA RECREIO;07/03/2024;1.4;958.59;958.86;958.23;860.63;25.62;22.15;26.59;24.9;22.68;21.63;86.46;77.88;82.67;109.13;4.4;1.43;"128.0"
UHE IBITINGA INVERNADA RECREIO;08/03/2024;0.2;957.86;958.22;957.58;813.07;26.55;22.62;27.24;25.98;23.17;22.13;84.42;78.33;81.5;161.17;3.46;0.96;"129.0"
UHE IBITINGA INVERNADA RECREIO;09/03/2024;58.8;956.68;957.03;956.31;688.3;24.45;23.21;25.32;23.92;23.74;22.78;95.63;90.25;93.75;162.58;4.91;1.38;"135.0"
UHE IBITINGA INVERNADA RECREIO;10/03/2024;1;956.79;957.09;956.5;439.95;24.17;23.11;24.52;23.75;23.45;22.7;95.96;92.58;94.21;233.88;3.05;0.71;"142.0"
UHE IBITINGA INVERNADA RECREIO;11/03/2024;0;958.05;958.26;957.82;1109.2;25.57;21.1;26.23;24.93;21.79;20.66;82.29;76.96;79.25;160.25;4.76;1.52;"154.0"
UHE IBITINGA INVERNADA RECREIO;12/03/2024;0;958.36;958.63;958.15;1137.46;25.27;20.2;26;24.53;20.66;19.69;78.04;72.21;75.42;166.17;4.71;1.55;"169.0"
UHE IBITINGA INVERNADA RECREIO;13/03/2024;0;957.38;957.63;957.13;996.98;27.02;22.05;27.77;26.21;22.7;21.58;81.13;74.46;77.25;149.38;3.25;0.99;"182.0"
UHE IBITINGA INVERNADA RECREIO;14/03/2024;0;956.84;957.1;956.62;1047.84;28.75;22.65;29.53;28.02;23.28;21.8;76.21;68.79;72.88;100.38;2.99;0.86;"189.0"
UHE IBITINGA INVERNADA RECREIO;15/03/2024;0;955.18;955.46;954.96;944.74;28.25;21.68;29.41;27.35;22.5;21.03;75.04;65.25;70.46;188.17;3;0.82;"187.0"
UHE IBITINGA INVERNADA RECREIO;16/03/2024;2.4;953.84;954.16;953.51;1109.08;27.89;22.08;28.81;26.97;22.91;21.42;78.29;69.46;73.88;172.83;3.82;1;"137.0"
UHE IBITINGA INVERNADA RECREIO;17/03/2024;0.8;955.24;955.5;954.9;944.06;27.35;22.63;28.2;26.5;23.37;21.93;81.67;72.88;77.46;225.58;4.96;1.46;"125.0"
UHE IBITINGA INVERNADA RECREIO;18/03/2024;0.8;955.9;956.27;955.55;983.06;26.6;22.51;27.26;25.97;23.3;21.95;84.5;78.25;81.17;197.13;3.53;0.96;"122.0"
UHE IBITINGA INVERNADA RECREIO;19/03/2024;3.4;954.7;955.04;954.4;977.31;27.45;23.18;28.29;26.68;23.83;22.29;83.63;74.67;79.96;160.79;3.28;0.82;"125.0"
UHE IBITINGA INVERNADA RECREIO;20/03/2024;27.8;953.64;954.06;953.33;1006.47;26.04;22.7;26.65;25.31;23.41;22;87.3;81;84.26;165.09;4.03;1.18;"120.0"
UHE IBITINGA INVERNADA RECREIO;21/03/2024;0;953.72;954;953.33;982.59;27.18;22.71;28.07;26.55;23.29;22.19;81.58;74.54;78.54;207.58;4.63;1.6;"119.0"
UHE IBITINGA INVERNADA RECREIO;22/03/2024;0.2;956.82;957.02;956.45;394;23.92;21.64;24.26;23.62;21.98;21.38;89.71;86.29;87.88;131.29;6.44;2.2;"118.0"
UHE IBITINGA INVERNADA RECREIO;23/03/2024;0;959.68;959.88;959.45;339.88;21.33;17.35;21.74;21.11;17.66;17;79.67;75.58;78.21;141.29;9.03;3.1;"118.0"
UHE IBITINGA INVERNADA RECREIO;24/03/2024;4;959.05;959.31;958.89;291.96;19.99;19.64;20.29;19.66;19.87;19.34;98.88;96.58;97.92;138.58;5.13;1.77;"117.0"
UHE IBITINGA INVERNADA RECREIO;25/03/2024;0.2;956.4;956.7;956.2;892.52;22.81;20.06;23.52;22.22;20.6;19.56;88.58;84.04;86.29;162.17;3.29;0.95;"138.0"
UHE IBITINGA INVERNADA RECREIO;26/03/2024;0;957.48;957.65;957.2;391.52;23.17;21.38;23.71;22.78;21.73;20.94;92.21;86.96;90.29;104;3.37;0.97;"139.0"
UHE IBITINGA INVERNADA RECREIO;27/03/2024;0.8;959.4;959.56;959.13;291.73;21.38;20.73;21.78;21.09;21.15;20.42;97.63;94.67;96.33;146.5;3.26;0.98;"152.0"
UHE IBITINGA INVERNADA RECREIO;28/03/2024;1.6;960.34;960.56;960.08;424.7;21.83;20.91;22.16;21.43;21.35;20.55;96.96;93.08;94.88;141.08;2.83;0.83;"154.0"
UHE IBITINGA INVERNADA RECREIO;30/03/2024;0.8;958.37;958.66;958.15;635.45;23.9;21.57;24.54;23.44;22.12;21.14;90.5;85.33;88.04;188.54;2.43;0.63;"149.0"
UHE IBITINGA INVERNADA RECREIO;31/03/2024;0;957.18;957.47;956.9;847.03;25.38;20.48;26.25;24.68;21.38;19.84;81.21;74.42;77.71;175.38;2.26;0.59;"139.0"
UHE IBITINGA INVERNADA RECREIO;01/04/2024;0;956.05;956.33;955.8;958.08;25.28;17.41;26.26;24.53;18.35;16.42;70.46;60.54;65.92;116.13;2.68;0.65;"132.0"
UHE IBITINGA INVERNADA RECREIO;02/04/2024;0;955.5;955.73;955.27;671.91;25.61;19.43;26.37;25.04;20.21;18.8;75.25;67.13;71.38;182.04;2.8;0.78;"126.0"
UHE IBITINGA INVERNADA RECREIO;03/04/2024;0;956.18;956.4;955.92;908.19;25.35;20.24;26.32;24.5;20.98;19.66;80.96;73.33;76.79;112.33;2.85;0.85;"122.0"
UHE IBITINGA INVERNADA RECREIO;04/04/2024;0;957.11;957.36;956.85;858.41;26.22;20.53;27.1;25.45;21.15;19.94;77.42;69.63;73.63;143.25;2.68;0.63;"117.0"
UHE IBITINGA INVERNADA RECREIO;05/04/2024;0;957.43;957.68;957.15;872.21;26.6;21.1;27.45;25.9;21.78;20.55;78.25;70.71;74.67;135;2.87;0.78;"115.0"
UHE IBITINGA INVERNADA RECREIO;06/04/2024;0;957.39;957.64;957.09;945.93;25;19.55;25.84;24.39;20.13;19.13;78.29;71.83;75.29;156.46;5.13;1.69;"114.0"
UHE IBITINGA INVERNADA RECREIO;07/04/2024;0;958.1;958.35;957.88;782.13;23.8;19;24.63;23.11;19.38;18.48;80;73.96;77.33;135.08;4.69;1.46;"116.0"
UHE IBITINGA INVERNADA RECREIO;08/04/2024;7.2;957.25;957.5;957.05;434.63;24.36;20.95;24.96;23.95;21.49;20.47;85.96;79.25;82.96;153.88;3.25;0.91;"115.0"
UHE IBITINGA INVERNADA RECREIO;11/04/2024;0;956.73;956.93;956.43;839.35;24.68;21.47;25.36;24;22;20.94;87.5;81.33;84.46;128;2.94;0.86;"120.0"
UHE IBITINGA INVERNADA RECREIO;12/04/2024;0;958.3;958.53;958.01;887.24;25.05;20.89;25.68;24.26;21.38;20.41;83.71;77.5;80.38;140.88;4.44;1.45;"123.0"
UHE IBITINGA INVERNADA RECREIO;14/04/2024;0;957.22;957.41;956.99;310.82;24.59;21.88;24.98;24.3;22.25;21.41;87.75;82.04;85.33;175.42;2.3;0.55;"123.0"
UHE IBITINGA INVERNADA RECREIO;15/04/2024;0.2;957.33;957.52;957.11;703.37;25.48;20.83;26.04;24.88;21.34;20.38;81.96;76.67;78.88;112.79;4.06;1.41;"120.0"
UHE IBITINGA INVERNADA RECREIO;16/04/2024;0;958.41;958.63;958.17;619.22;26.49;20.34;27.16;25.9;20.9;19.95;74.5;68.42;71.29;90.92;3.47;1.1;"116.0"
UHE IBITINGA INVERNADA RECREIO;17/04/2024;0.2;957.89;958.17;957.65;522.96;25.61;21.74;26.26;25.12;22.05;21.28;83.21;76.83;80.42;195.33;3;0.93;"116.0"
UHE IBITINGA INVERNADA RECREIO;18/04/2024;0;958.23;958.42;957.95;786.27;23.48;19.75;24.25;23.06;20.32;19.55;83.67;78.46;81.25;163.88;5.23;1.75;"118.0"
UHE IBITINGA INVERNADA RECREIO;19/04/2024;0;959.33;959.55;959.13;912.56;20.94;16.14;21.7;20.16;16.75;15.52;81.13;74.71;77.83;172;4.46;1.51;"124.0"
UHE IBITINGA INVERNADA RECREIO;20/04/2024;0;960.13;960.34;959.89;792.38;21.99;16.72;22.85;21.13;17.13;16.21;77.96;71.42;74.79;160.29;3.93;1.38;"122.0"
UHE IBITINGA INVERNADA RECREIO;21/04/2024;0;959.55;959.79;959.37;833.68;23.17;17.43;24.04;22.32;17.99;16.83;77.92;70.88;74.38;154.5;3.18;1.01;"115.0"
UHE IBITINGA INVERNADA RECREIO;22/04/2024;0;958.14;958.39;957.92;843.78;24.05;15.3;24.98;23.18;16.08;14.73;68.13;60.75;64.08;162.83;3.27;1.06;"112.0"
UHE IBITINGA INVERNADA RECREIO;23/04/2024;0;957.97;958.17;957.74;805.75;24.43;14;25.22;23.48;14.63;13.41;61.38;53.92;57.25;179.63;3.19;1.04;"110.0"
UHE IBITINGA INVERNADA RECREIO;24/04/2024;0;958.05;958.26;957.83;840.3;24.45;14.95;25.44;23.59;15.63;14.28;64.08;55.88;60.04;169;2.88;0.9;"109.0"
UHE IBITINGA INVERNADA RECREIO;25/04/2024;0;957.97;958.25;957.75;907.26;25.24;17.01;26.1;24.25;17.63;16.35;69.64;61.86;65.64;155.09;3.51;0.96;"112.0"
UHE IBITINGA INVERNADA RECREIO;26/04/2024;0;958.08;958.36;957.88;864.03;25.23;18.52;26;24.38;19.19;18.02;75.36;69.09;71.91;127.32;3.82;1.4;"111.0"
UHE IBITINGA INVERNADA RECREIO;06/05/2024;0;958.77;959.09;958.6;870.96;24.08;13.59;24.91;23.13;13.97;13;57.5;51.68;54.64;128.86;3.94;1.33;"102.0"
UHE IBITINGA INVERNADA RECREIO;07/05/2024;0;957.53;957.82;957.32;787.47;24.87;16.08;25.72;23.92;16.56;15.67;65;58.64;61.68;76.41;3.5;1.31;"102.0"
UHE IBITINGA INVERNADA RECREIO;08/05/2024;0;957.72;957.89;957.42;782.5;25.69;16.26;26.4;25.07;16.66;15.94;61.91;57.09;59.48;48.13;4.73;1.83;"104.0"
UHE IBITINGA INVERNADA RECREIO;09/05/2024;0;959.48;959.73;959.24;736.2;24.7;14.34;25.58;23.8;15.17;13.72;61.54;54.38;57.83;77.25;3.34;1.22;"106.0"
UHE IBITINGA INVERNADA RECREIO;10/05/2024;0;958.56;958.85;958.3;751;23.79;15.39;24.85;22.98;16.08;14.78;68.46;60.88;64.96;123.96;3.77;1.31;"106.0"
UHE IBITINGA INVERNADA RECREIO;11/05/2024;0;957.58;957.81;957.38;673.21;24.1;14.86;25.03;23.08;15.3;14.21;63.5;56.29;60.04;212.71;3.57;1.16;"104.0"
UHE IBITINGA INVERNADA RECREIO;12/05/2024;0;956.45;956.68;956.26;775.39;24.08;13.67;25;23.18;14.3;13.29;61.38;54.54;57.71;246.88;3.77;1.21;"101.0"
UHE IBITINGA INVERNADA RECREIO;13/05/2024;0;956.91;957.1;956.67;780.67;23.85;12.58;24.92;22.8;13.13;12.03;58.08;50.42;54.33;201.92;4.22;1.38;"101.0"
