prefix;date;station_name;value;value_flu;read_value_flu;transmission_type_name;qtd_measurements;max_value
62752000;2022-10-26 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.119.791.666.666.660;9.119.791.666.666.660;6.169.583.333.333.330;WEBSERVICE;96;92.0
62752000;2022-10-27 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.077.083.333.333.330;9.077.083.333.333.330;6.084.166.666.666.660;WEBSERVICE;96;92.0
62752000;2022-10-28 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.894.791.666.666.660;8.894.791.666.666.660;573.145.833.333.334;WEBSERVICE;96;91.0
62752000;2022-10-29 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.790.625;8.790.625;5.532.187.500.000.000;WEBSERVICE;96;89.0
62752000;2022-10-30 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.754.166.666.666.660;9.754.166.666.666.660;7.563.541.666.666.660;WEBSERVICE;96;108.0
62752000;2022-10-31 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.958.333.333.333.300;10.958.333.333.333.300;10.428.333.333.333.300;WEBSERVICE;96;111.0
62752000;2022-11-01 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.959.375;10.959.375;10.470.416.666.666.600;WEBSERVICE;96;120.0
62752000;2022-11-02 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;11.722.916.666.666.600;11.722.916.666.666.600;12.568.333.333.333.300;WEBSERVICE;96;121.0
62752000;2022-11-03 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.997.916.666.666.600;10.997.916.666.666.600;10.533.020.833.333.300;WEBSERVICE;96;111.0
62752000;2022-11-04 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.655.208.333.333.300;10.655.208.333.333.300;9.647.604.166.666.660;WEBSERVICE;96;109.0
62752000;2022-11-05 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.061.458.333.333.300;10.061.458.333.333.300;8.206.041.666.666.640;WEBSERVICE;96;104.0
62752000;2022-11-06 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.646.875;9.646.875;7.274.479.166.666.660;WEBSERVICE;96;99.0
62752000;2022-11-07 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;92.875;92.875;6.511.875.000.000.000;WEBSERVICE;96;94.0
62752000;2022-11-08 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.136.458.333.333.330;9.136.458.333.333.330;6.202.916.666.666.660;WEBSERVICE;96;92.0
62752000;2022-11-09 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.995.833.333.333.330;8.995.833.333.333.330;5.922.083.333.333.330;WEBSERVICE;96;90.0
62752000;2022-11-10 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.872.916.666.666.660;8.872.916.666.666.660;5.688.541.666.666.670;WEBSERVICE;96;90.0
62752000;2022-11-11 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;88.0;88.0;5.550.000.000.000.000;WEBSERVICE;42;88.0
62752000;2022-11-17 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.902.380.952.380.950;8.902.380.952.380.950;5.747.500.000.000.000;WEBSERVICE;84;92.0
62752000;2022-11-18 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.564.583.333.333.330;8.564.583.333.333.330;5.116.250.000.000.000;WEBSERVICE;96;87.0
62752000;2022-11-19 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.470.833.333.333.330;8.470.833.333.333.330;4.947.499.999.999.990;WEBSERVICE;96;85.0
62752000;2022-11-20 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;859.375;859.375;517.322.916.666.667;WEBSERVICE;96;90.0
62752000;2022-11-21 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.880.208.333.333.330;8.880.208.333.333.330;5.702.395.833.333.330;WEBSERVICE;96;90.0
62752000;2022-11-22 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.763.541.666.666.660;8.763.541.666.666.660;54.807.291.666.666.700;WEBSERVICE;96;89.0
62752000;2022-11-23 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;866.842.105.263.158;866.842.105.263.158;5.304.947.368.421.060;WEBSERVICE;95;89.0
62752000;2022-11-24 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.216.666.666.666.660;9.216.666.666.666.660;6.376.354.166.666.660;WEBSERVICE;96;97.0
62752000;2022-11-25 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.741.666.666.666.660;9.741.666.666.666.660;7.481.666.666.666.670;WEBSERVICE;96;99.0
62752000;2022-11-26 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.176.041.666.666.660;9.176.041.666.666.660;6.288.020.833.333.340;WEBSERVICE;96;96.0
62752000;2022-11-27 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.785.416.666.666.660;8.785.416.666.666.660;5.522.291.666.666.670;WEBSERVICE;96;89.0
62752000;2022-11-28 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.934.375;8.934.375;5.817.604.166.666.660;WEBSERVICE;96;97.0
62752000;2022-11-29 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.027.083.333.333.330;9.027.083.333.333.330;6.016.562.500.000.000;WEBSERVICE;96;112.0
